gene_id	Preferred_name	Description	OG_id	celegans	TPM	te_contained	has_te_domains	is_legit_homolog	is_non_te_candidate
file_1_file_1_g812	-	K02A2.6-like	OG0000190	K02E2.6.3	0.070708	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g806	NA	NA	OG0001138	NA	0.05939	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g9929	-	-	OG0001960	NA	0.059149	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g10	NA	NA	OG0010246	NA	0.057288	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g9930	-	transposition, RNA-mediated	OG0001960	NA	0.055936	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g9940	-	ISXO2-like transposase domain	OG0000590	NA	0.055561	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9925	NA	NA	OG0002782	NA	0.05027	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g10875	-	K02A2.6-like	OG0000190	K02E2.6.3	0.050073	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g819	NA	NA	OG0000190	K02E2.6.3	0.050035	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2524	NA	NA	OG0008316	NA	0.045081	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g9179	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0.043168	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g5275	NA	NA	OG0001960	NA	0.043044	FALSE	TRUE	FALSE	FALSE
file_1_file_1_g10876	NA	NA	OG0000190	K02E2.6.3	0.04221	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g10841	NA	NA	OG0008316	NA	0.039797	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g9920	NA	NA	OG0011069	NA	0.039011	FALSE	TRUE	FALSE	FALSE
file_1_file_1_g5274	NA	NA	OG0001960	NA	0.038983	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g9937	NA	NA	OG0008316	NA	0.036849	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g817	-	K02A2.6-like	OG0000190	K02E2.6.3	0.035823	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g11927	-	retrotransposable element Tf2 155 kDa protein type 1-like	OG0002782	NA	0.030609	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g3586	-	retrotransposable element Tf2 155 kDa protein type 1-like	OG0002782	NA	0.030609	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7246	-	retrotransposable element Tf2 155 kDa protein type 1-like	OG0002782	NA	0.030609	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9182	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0.030536	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9183	NA	NA	OG0011069	NA	0.028902	FALSE	TRUE	FALSE	FALSE
file_1_file_1_g9926	NA	NA	OG0002782	NA	0.026435	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9897	NA	NA	OG0016944	NA	0.026173	FALSE	TRUE	FALSE	FALSE
file_1_file_1_g818	NA	NA	OG0000190	K02E2.6.3	0.025461	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g11	NA	NA	OG0000190	K02E2.6.3	0.025245	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g5273	NA	NA	OG0001960	NA	0.025151	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g7256	-	-	OG0002750	C25F9.1a.1, C25F9.2.1, E01G4.5.1, K09F6.10.3	0.024263	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g7263	-	-	OG0002750	C25F9.1a.1, C25F9.2.1, E01G4.5.1, K09F6.10.3	0.024263	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g825	NA	NA	OG0000190	K02E2.6.3	0.023313	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g822	NA	NA	OG0000190	K02E2.6.3	0.022747	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9876	NA	NA	OG0010246	NA	0.022443	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g4378	NA	NA	OG0000356	Y20F4.8.1	0.021651	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9924	-	retrotransposable element Tf2 155 kDa protein type 1-like	OG0002782	NA	0.021406	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9177	-	retrotransposable element Tf2 155 kDa protein type 1-like	OG0002782	NA	0.019523	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g814	-	K02A2.6-like	OG0000190	K02E2.6.3	0.015026	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7258	NA	NA	OG0008316	NA	0.013287	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g7265	NA	NA	OG0008316	NA	0.013287	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g7248	-	K02A2.6-like	OG0000190	K02E2.6.3	0.012549	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g3587	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0.012477	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7250	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0.012357	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g11928	-	proton channel activity	OG0000474	F46F5.8.1	0.012282	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g9190	-	proton channel activity	OG0000474	F46F5.8.1	0.012282	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g9191	-	proton channel activity	OG0000474	F46F5.8.1	0.012282	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2516	-	-	OG0001006	F23C8.3b.1	0.011889	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2532	NA	NA	OG0000356	Y20F4.8.1	0.009298	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g9928	NA	NA	OG0001960	NA	0.009085	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g8	NA	NA	OG0002782	NA	0.008196	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g2519	-	Belongs to the cytochrome P450 family	OG0012374	NA	0.007311	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7245	NA	NA	OG0001960	NA	0.004681	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g11943	NA	NA	OG0000749	Y113G7B.12.1	0.004643	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g811	-	K02A2.6-like	OG0000190	K02E2.6.3	0.004556	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g2518	-	-	OG0001006	F23C8.3b.1	0.004225	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g813	-	K02A2.6-like	OG0000190	K02E2.6.3	0.003977	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g2498	-	transposition, RNA-mediated	OG0000356	Y20F4.8.1	0.003818	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g2497	NA	NA	OG0010246	NA	0.003643	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g9180	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0.003549	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7251	NA	NA	OG0000749	Y113G7B.12.1	0.003348	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g10874	NA	NA	OG0016962	NA	0.003236	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g9192	-	Transposase (partial DDE domain)	OG0000282	F49E2.5l.2	0.003133	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g6329	NA	NA	OG0008316	NA	0.003114	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g1671	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0.002633	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7261	-	Integrase core domain	OG0001286	NA	0.002449	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7268	-	Integrase core domain	OG0001286	NA	0.002449	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g3604	NA	NA	OG0000356	Y20F4.8.1	0.002352	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g10870	NA	NA	OG0001138	NA	0.002341	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g7255	NA	NA	OG0001960	NA	0.002137	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g7252	NA	NA	OG0000356	Y20F4.8.1	0.001959	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g3603	NA	NA	OG0000356	Y20F4.8.1	0.001926	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7254	NA	NA	OG0001960	NA	0.001826	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g7253	NA	NA	OG0001960	NA	0.001321	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g6332	-	K02A2.6-like	OG0000190	K02E2.6.3	0.001302	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g6339	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0.001275	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g10838	-	-	OG0002750	C25F9.1a.1, C25F9.2.1, E01G4.5.1, K09F6.10.3	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g10843	-	-	OG0009518	NA	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g10845	-	Integrase core domain	OG0001286	NA	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g10847	NA	NA	OG0031326	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g10854	NA	NA	OG0010278	NA	0	FALSE	TRUE	FALSE	FALSE
file_1_file_1_g10856	NA	NA	OG0008312	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g10860	NA	NA	OG0013947	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g10866	NA	NA	OG0001138	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g10872	NA	NA	OG0001138	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g2488	NA	NA	OG0009530	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g2489	NA	NA	OG0009530	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g2490	NA	NA	OG0009530	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g2491	NA	NA	OG0009530	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g2499	-	nucleic acid binding	OG0000356	Y20F4.8.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2507	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2508	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2509	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2510	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2511	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2512	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2513	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2514	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2515	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2517	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2520	-	-	OG0001006	F23C8.3b.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g2522	NA	NA	OG0000190	K02E2.6.3	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g3588	NA	NA	OG0000749	Y113G7B.12.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g4369	-	-	OG0005394	T26G10.4.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g4370	-	-	OG0005394	T26G10.4.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g4371	-	-	OG0005394	T26G10.4.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g4372	-	Reverse transcriptase (RNA-dependent DNA polymerase)	OG0005394	T26G10.4.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g4373	-	Ribonuclease H protein	OG0005394	T26G10.4.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g4374	NA	NA	OG0031170	NA	0	TRUE	FALSE	FALSE	FALSE
file_1_file_1_g4375	-	Reverse transcriptase (RNA-dependent DNA polymerase)	OG0005394	T26G10.4.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g4376	-	Reverse transcriptase (RNA-dependent DNA polymerase)	OG0005394	T26G10.4.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g4377	-	Reverse transcriptase (RNA-dependent DNA polymerase)	OG0005394	T26G10.4.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g5284	NA	NA	OG0000749	Y113G7B.12.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g5285	-	Reverse transcriptase (RNA-dependent DNA polymerase)	OG0000749	Y113G7B.12.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g6319	NA	NA	OG0016944	NA	0	FALSE	TRUE	FALSE	FALSE
file_1_file_1_g6333	NA	NA	OG0000190	K02E2.6.3	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g6334	NA	NA	OG0001286	NA	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g6335	-	Chromatin organization modifier domain	OG0001286	NA	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g6336	-	Integrase core domain	OG0001286	NA	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g6338	NA	NA	OG0000749	Y113G7B.12.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g7	-	Reverse transcriptase (RNA-dependent DNA polymerase)	OG0000749	Y113G7B.12.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7244	NA	NA	OG0000190	K02E2.6.3	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g7247	-	Ribonuclease H protein	OG0000749	Y113G7B.12.1	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g7249	NA	NA	OG0000749	Y113G7B.12.1	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g7260	-	-	OG0009518	NA	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g7267	-	-	OG0009518	NA	0	TRUE	FALSE	TRUE	FALSE
file_1_file_1_g821	NA	NA	OG0000190	K02E2.6.3	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g824	NA	NA	OG0000190	K02E2.6.3	0	TRUE	TRUE	TRUE	FALSE
file_1_file_1_g8287	SETMAR	SET domain and mariner transposase fusion gene	OG0012332	NA	0	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g9878	NA	NA	OG0001960	NA	0	TRUE	TRUE	FALSE	FALSE
file_1_file_1_g9879	-	-	OG0001960	NA	0	FALSE	TRUE	FALSE	FALSE
file_1_file_1_g9935	-	-	OG0009518	NA	0	TRUE	FALSE	TRUE	FALSE
